n,m,p_max,I,mean,std,min,max
10,10,128,464,2.6,0,2.6,2.6
10,10,128,465,2.242857142857143,0,2.242857142857143,2.242857142857143
10,10,128,466,1.0,0,1.0,1.0
10,10,128,467,1.24,0,1.24,1.24
10,10,128,468,4.348,0,4.348,4.348
10,10,128,469,4.525,0,4.525,4.525
10,10,128,470,3.8,0,3.8,3.8
10,10,128,471,1.0,0,1.0,1.0
10,10,128,472,5.8,0,5.8,5.8
10,10,128,473,4.9,0,4.9,4.9
10,10,128,474,3.342857142857143,0,3.342857142857143,3.342857142857143
10,10,128,475,3.25,0,3.25,3.25
10,10,128,476,3.25,0,3.25,3.25
10,10,128,477,1.7333333333333334,0,1.7333333333333334,1.7333333333333334
10,10,128,478,1.6,0,1.6,1.6
10,10,128,479,3.75625,0,3.75625,3.75625
10,10,128,480,1.3857142857142857,0,1.3857142857142857,1.3857142857142857
10,10,128,481,6.270588235294118,0,6.270588235294118,6.270588235294118
10,10,128,482,4.95,0,4.95,4.95
10,10,128,483,3.2714285714285714,0,3.2714285714285714,3.2714285714285714
10,10,128,484,3.92,0,3.92,3.92
10,10,128,485,3.533333333333333,0,3.533333333333333,3.533333333333333
10,10,128,486,1.0,0,1.0,1.0
10,10,128,487,1.5538461538461539,0,1.5538461538461539,1.5538461538461539
10,10,128,488,5.866666666666666,0,5.866666666666666,5.866666666666666
10,10,128,489,1.8181818181818181,0,1.8181818181818181,1.8181818181818181
10,10,128,490,3.707692307692308,0,3.707692307692308,3.707692307692308
10,10,128,491,3.5,0,3.5,3.5
10,10,128,492,3.1,0,3.1,3.1
10,10,128,493,4.2375,0,4.2375,4.2375
10,10,128,494,1.5714285714285714,0,1.5714285714285714,1.5714285714285714
